,userid,itemid,transcript,labeled_topic,topic_label
1055,60463896f9a82809f6eda231,SDOH,"One of my main worries and it's probably because I watch a lot of the weather channel as well and you're, you're seeing it every day is I, I worry about our, our climate, um, and our environment and, um, there's always um a new, um, type of disaster and now we're, we're rolling, you know, we've already uh got full force into the tornado season in some areas and, um, seeing some of the devastation that just happened recently, um specifically the March 31st outbreak, I believe that was, that was the right date. Um And yeah, I worry, I worry about our, our climate and, you know, what, what we're gonna be facing, um, in the future as well as um uh the very near future. Um And, um, I think, uh just, um, I think it's something that we um just have to keep working hard at to try to figure out, uh you know, the way, all the ways that we can make a difference to try to combat climate change. And, um uh you know, um as far as the environment, like I, like I had responded before with just in general with uh parks in our area, but just across the nation being better about, um, about, um, you know, littering and, um, uh, pollution and that, and just, um, you know, trying to keep, um, areas more clean and, um, and trying to avoid scenarios where we continue to do damage to like our oceans. And that, um, we, we gotta, we gotta, um, try to think of, um, we got to improve safety and have more, we need, we need to, um, put definitely more regulations into the things that we do on this planet in order to avoid, um, disasters, uh, that are, uh, that wreak havoc on our environment. Um And, um, that's, that's probably, um, my biggest worry, um, at this point.",15_future_optimistic_worry_im,future_optimism_pessimism
1056,6298dd311a003b986813851b,SDOH,"Um, well, so I worry about, um, uh, um, I, I worry about money. Um, so I worry about a lot about like unexpected expenses in particular. Uh, we have an older house and we've had some like plumbing issues and some things like that, um, that we've had to, like, find the money to deal with. And, um, you know, so I worry about something like that happening and just not having the money to be able to take care of it. Um, I think that's probably a big thing that I worry about. Um, I worry about, um, the, uh, job security for myself and my wife. Um, and I think that's not really justified so much because, you know, we're both in pretty secure positions now. Um, but we've definitely had times during our marriage where, um, you know, like my wife in particular has had to move from job to job because, you know, like the company that she was working for was going under or just downsizing or things like that. And, you know, there were times like, especially early in our marriage where, you know, we were really struggling to pay the bills and we were getting food assistance and things like that. And so even though we're in a good place financially right now, there's still always like the little worry of like something happening and, and getting us back into a situation like that.",15_future_optimistic_worry_im,future_optimism_pessimism
1057,5ce610802be975001b46f0ac,SDOH,"I worry about finding purpose in life. Um Just in terms of general direction and what I'm gonna do for the rest of my life. Worry about having enough money um to pay everything I need to pay and accumulate savings for the future or not even necessarily savings, but income that I can use to better my financial situation for the future in terms of owning property instead of renting um covering emergencies if needed. I'm at the point where I can pay what I need, what I need to pay each month, but I'm not yet at the point of and haven't yet reached the luxury of saving very much if ever. Um I worry about being a good person in general and to the people I care about in my life, worry about um health issues for myself and my girlfriend. Um Both in terms of how they would affect us and the financial impact that they may have. Um I worry about social anxiety, social anxiety and regular anxiety um going out. I mean, that's just general anxiety I guess. Don't really worry about anxiety that just is, is anxiety. Um Yeah, social situations, places of discomfort outside my comfort zone. All different things that I worry about.",15_future_optimistic_worry_im,future_optimism_pessimism
1058,63f68fcc9f84b736270f0e8e,SDOH,"Uh So the question here is to describe some things you worry about and the previous questions kind of stated uh about stress and whatnot and, and I put that, I have no stress uh that was related to that questions prompt. Um I will say I'm engaged and we're planning a wedding here. Uh That's coming up in the next few months. Uh So that's certainly been stressful, but it's, it's more of a you stress, a good stress. Um I just kind of coming up with the financials and planning on top of work in daily life. Uh It's kind of hectic, especially trying to still have time for friends and family and hanging out. Um But as far as worrying about anything, I'm not too worried. We, we all have it covered and we're, we're very organized and I'm, I'm just currently trying to think about if there's anything else that has been on my mind lately, that that's been stressful. Um Possibly, you know, I think part of the wedding is, is we're taking dance lessons to prepare for our first dance because we don't want to look foolish and they're certainly more expensive than we've ever thought they would be, um, at $300 for a session and we had to book quite a few sessions. Um, so I think maybe that was the most stressful part of the whole thing so far. Um, as it was just kind of an outlier. But even, even then I'm not, I'm not really worried.",15_future_optimistic_worry_im,future_optimism_pessimism
1059,5fdbdc853ce8060db67cf718,SDOH,"So there's probably like multiple things I worry about. Um, my daughter on the, who's on the autism spectrum I talked about in an earlier question has just finally gotten a job that's lasted more than a few days, but I worry about her ability to stay on task at work and, and keep her job and I worry about if we're gonna end up kind of supporting her and having her living with us until I'm dead or if I'll ever really get to have some peace and just enjoy my home with just myself and my husband and, and not feel like on the hook all the time and always responsible for her. The other thing I worry about, um, we currently is my, my father who's had two strokes, he is slowly regaining the ability to speak, but it's, it's taking a while and kind of worried about what's gonna possibly happen with his business going forward where I've been working. Are we gonna keep it going or am I gonna go into doing something else and how that's still gonna work? And other things I, I worry about somewhat is kind of the general safety of my neighborhood, like I've discussed in the other questions, especially like when I, when I go for a walk, I've got, you know, remember to steer clear from that house of the one creepy guy that videotaped me when I was out walking. And that always kind of runs through my mind when I'm out for a walk. Am I gonna run into him? What's gonna happen? What if he's not in a usual place And he runs across me when I'm walking? And so that, that kind of goes through my head and then I kind of worry sometimes about finances. I mean, we're, we're ok now, but there's always the possibility like that my husband could lose a job or something that's happened in the past. And so that's always kind of a concern in the back of my mind.",15_future_optimistic_worry_im,future_optimism_pessimism
1060,5ffe235ea848b74a3b3ccd07,SDOH,"I would say, um the things I worry about are probably not all that much different than other people. Um I worry about my job, not that um I feel like I'm gonna lose my job um or anything like that, but it's just a stressful job. So I'm always thinking about projects and clients that I'm working with and problems going on and that um aspect of my life. Um but I mean, that's, I'm sure that's no different than anybody else's job. Um in terms of other things that I worry about. Um I say I worry about my health. Um My health has declined significantly over the last couple of years. Um And uh some of my health um related problems are kind of what you'd consider like chronic conditions or not. Things that you can just wave your hand and take a magic pill and it'll go away. So my quality of life is um diminished compared to years prior. So I have to, you know, work around medical problems and um it makes it, you know, makes uh your day to day job more difficult. And yeah, I would say that that probably increases the amount of worrying I'll do about certain things. Um, I don't, I don't really worry too much about financials. Um, that's not a thing people would worry about. Um, I, I'm paid adequately. Um, I am a little worried sometimes with my family, my parents are older, um, and they live in Florida and, um, they had a recently had that hurricane that went by and they've had a lot of house damage and so they've been having to deal with insurance companies and stuff and if anyone's ever tried to get a insurance company to reimburse you for something, you know, what a, uh, stressful and difficult scenario that can be, especially when it's hundreds of thousands of dollars in damage. So, yeah, I worry about them, um, a little bit but like I said, it's mostly my health and job that I worry the most about.",15_future_optimistic_worry_im,future_optimism_pessimism
1061,63ded0f78983413d52c1d7de,SDOH,"Uh I guess stuff that I worry about is um social interaction and school slash grades like social interaction. It's just I, I get nervous meeting with people and making sure that they have a good time and that we talk to each other and that, that it's a meaningful encounter. And I also worry that like I'm not doing, presenting myself in the best way. So that kind of stresses me out a lot. Um So school work is also kind of stressful for me because I feel stupid when I don't get good grades. And I also am nervous talking to the professors because it's not like high school. So it's not like I can just talk to them all the time and it's kind of scary talking to another adult. I feel I still feel like a kid and it's embarrassing and a lot of kids like, or I guess students like they tell me go talk to the teacher or the professor and I, I try, but one time I tried to go to office hours and I got berated on Zoom about not studying hard enough. So that was kind of embarrassing. And yeah, I also worry too about like just making sure that everything is in, is respon there's responsibilities that are being taken care of and making sure that everything doesn't go to shit because of my laziness, which I mean, is not bad because I mean, I don't have a lot of pressing responsibilities, but at the same time I just get anxiety about it with for no reason at all.",15_future_optimistic_worry_im,future_optimism_pessimism
1062,62ba9df7bf9e8e2ef0501f94,SDOH,"Um I guess what I worry most about is adequate resources for my son. And, you know, and that sort of flows into other causalities, kind of like a flow chart. A lot of people associate finances with resources. However, I disagree. I think that money as a, you could turn money into resources. But when you live, uh a more naturalistic and rural lifestyle, what you end up focusing on are the bare necessities to get you by and then um raw materials in order to do the rest to make, you know, life a little more luxurious. But uh I mean, really the only thing that you can't trade for in a rural community or any community that's tight enough is uh gas, really, you can't really trade for gas. But uh so, I mean, one could say it was worrying about finances and money, but it's, you know, that's just turning it into things like the light bill, turning it into things like. And then um as I mentioned earlier, you know, snap or food stamps, they help out a lot eliminating food budget, um the AC P program and um basically the American Connectivity program and the free cell phone service. That's a huge one eliminating your phone bill. And, uh, but I mean, really these things take a lot of effort and they take a lot of time management, especially as a single dad, um maintaining a household by himself basically. And then, you know, what do I worry about? There's a lot of time management metaphor as well. So managing time in order to uh hopefully feasibly get all of these things done.",25_spending_spend_money_habits,spending_habits
1063,595d6ad8833cb200015429e1,SDOH,"Things that I worry about. I guess my worries don't really differ that much from other people's usual stuff, finances, family life, social life, medical bills. I'd say a lot of my worries seem to be related to finances and not making enough money to meet, to make ends meet. But I guess that's true for most people. It's definitely true for me. Although I would say I'm quite the worrier and there are some things that shouldn't worry me, but I find myself worrying for the most part. It's the usual stuff that I mentioned, like finances and stuff like that. But the good news is that I don't let that stuff hold me down.",15_future_optimistic_worry_im,future_optimism_pessimism
1064,60fdeeaeeea2326f5d3c302c,SDOH,"This is a tough question. I worry about a lot of stuff. Um, maybe not as much as everybody else though because I am just a single girl living by myself. I don't have any dependent. Um, I really only have to worry about me and my own livelihood. But as I answered in the first question or two, I do not have enough money to live in the city that I'm living in. And there's a lot of times where, um, I've had to severely budget my grocery shopping to like $20 a week. Maybe I have a savings account thankfully because of, um, past privileges that I've had to be able to, like, build up a savings account. But all the whole time I've lived in this city, I've been pulling from it because I don't make enough money as a baseline to pay my bills. And I'm trying to find a different one, a different job that can pay me enough money to actually live in this city. But the job market is really tough here. So it's taking me a long, long time to find something else. Um, I'm also worried about, I am a single girl and I don't really care about finding a partner that much, but I know that it would be nice if I could and it would make life a little bit easier to have a little bit of support in a lot of ways emotional, um, financially et cetera. And I'm getting older in terms of not in general, but a lot of my peers are already settling down with their partners and having kids and I have absolutely no prospects, which is ok most of the time. But sometimes I do really get worried about it. Um, yeah, that's a lot of that is a financial worry also though. I think everything that I'm worried about could just be chalked up to financial worries. Like I would love to have some help paying some bills and, um, yeah, whether I could find a job that helps me do that or if I could find a partner that would help me do that. Who also I actually like because, you know, that's also important. Um, yeah, but generally that's, it's all, it's all revolving that.",20_financial_status_money_current,financial_status
1065,641b3bf69165f1a520eac31b,SDOH,"As with any college student, money is a big issue. Um, I'm paying for my dorm this first semester and my meal plan and everything, everything included, paying it for it myself. And then about fiveish months I'll be moving out officially for the very first time paying my own rent, paying my own bills and stuff like that. I don't have to worry about a car since the parking situation is dreadful. Here. My, I have to have money to be able to comfortably afford all of that. It's not even a luxury. It's just basic necessities, but something you always have in the back of your mind. Right. If all the money stopped coming in and how long would I able to fend for myself? Um, kind of related to money as my major. My major is computer information systems, half, computers, half business. And, uh, both fields are thriving. They're profitable. They make a lot of money. Um, and by getting the best of both worlds, I hope to be able to put myself in a position where a job without degree itself makes good money. And then eventually I might be able to start a business of my own and um proper, ensure that money isn't a problem for me. That's something later on in the road. Um Money also relates to how long I'm in college itself since I might have the opportunity to graduate early and graduating early would mean paying less for school. Because realistically for your career, you could finish in two years, you just put your head on and grind through it. The college is an experience that you only get once in life. And I don't, I don't want to rush through it. But if it helps my financial situation, I might just have to. That's the other thing I didn't, money is a big deal, but money only solves money problems and I don't want to have regrets further on about great. My financial situation is good. Life is great. I wouldn't change it for anything but I wouldn't have mind having this life being in a situation. Yeah, three years further down the line where I could have made more memories and met people. Um, I'm an extrovert. I used to thought I was, um, I come from a small high school of a graduating class of less than 200 people really. But, and I was an introvert. I knew everybody. It was great talking to people. I come to this school where there is over 7000 freshmen along with me and about 50,000 students in total. And I don't know what it is. I don't know what factors about going to college have impacted me the most. I spent most of my time in my room and I feel like I'm missing out on connecting with people making friends. Um, you always hear those stories about people finding their wives, their best man, uh, best friends in college and that just hasn't happened to me because I spend most of my time in my dorm room and it's just something that I have to keep thinking about the small stuff like grades and such. But I can, I'm an over thinker, like I overthink a lot and I'm also a perfectionist so it's not a very good combination. It's not in the world. The situation could always be better. Right.",20_financial_status_money_current,financial_status
1066,6400f1783058946c2b4780cd,SDOH,"Uh I guess part of my, my main worry is regarding to raising Children, um, being a parent if you actually care is a very stressful occupation. I think I, I don't necessarily worry about my kids' school at this point. I do worry one's middle school approaches and cellphones and online stuff and social media that comes more of a, of an element in the parenting equation. I worry about that. Um, I worry about environmentally here. It's difficult. Um, every year we have to, I hope that if the big hurricane doesn't come and really wreck this place. Yeah, it feels like the weather is, is, is a huge source of concern for most people who live here. Um, and then, you know, politically this area doesn't really align with the state's political representation. Um, but it doesn't feel like that part is as important as more immediate concerns.",15_future_optimistic_worry_im,future_optimism_pessimism
1067,60fddc61782d31b27035c833,SDOH,"So I worry about my health quite often just because I have a rare diagnosis and I have a major surgery coming up. I have been trying to seek answers for this issue for three years and I recently got diagnosed um a couple of months ago. So that is something that um I worry about all the time just because I'm always having to interact with new medical professionals. Um and just basically pray that they care to help me or listen to me or point me in a direction that can maybe help me. Um which I've learned that in most cases that is not what they are doing. Um So that's really frustrating. Um I also worry about my mental health. I have borderline personality disorder and a DH D. Um it's very exhausting and I would not wish that on anyone. Um I never know if I am going to feel ok again whenever I'm down, I never know how long I will feel ok before I feel like I no longer want to be here. Um And I never know what to expect because something that could have hurt me like, you know, a couple of days ago may not hurt me now, but something that didn't offend me, um, would cause me to split. Now. I, I don't know, like it, it's just, it always is something different. Um, and yes, I am in therapy and I've tried numerous medications. Um, none of them have been effective. So I worry about that. Um, I worry about being a woman that is pansexual and a non-christian in America. Um, I worry about being a woman in general and I worry about going to places sometimes even in broad daylight in public and that is sad. Um, but that's how it is and it sucks. Um, I also worry about money, like, with inflation and what if, uh, my health gets worse and I can no longer support myself. Um, I worry about relationships that I'm in because of my mental health. It's very hard for me to maintain them. Um, I worry about pretty much everything and what I don't worry about I don't care about. Um, so, yeah.",11_difficulties_emotions_manage_feel,emotional_management
1068,60fe1b448581d67f52740713,SDOH,"I think one of my greatest stressor right now um relates to my job. Um I work at a homeless shelter and we are currently in an active COVID cluster. Um So, within our shelter, I believe we currently have between 20 and 30 active COVID cases. Um And that includes our clients and also our staff members. And it's something that has been really difficult to contain now that mask mandates have been gone for a while now and a lot of people just don't want to wear them anymore because they don't have to in most spaces. Um So when we have code case cases at our shelter, they spread very quickly. Um And more recently, it's for me, for the stressor, it's been a worry that I have COVID or can get COVID and I would be out of work for a week um or longer. Um Understaffing has been a big issue. It's already, it's always an issue. Understaffing is always an issue for us working at a nonprofit. It's kind of just the reality of it, but COVID has definitely made that worse. Um And we've never really gotten out of COVID. We've just, it's always been there for us, um, since 2020 which a lot of organizations don't experience anymore, I think like we do. Um, so it's just always that possibility when I wake up in the morning, like, who's not gonna be at work? Whose job am I gonna have to be, um, taking over or am I going to wake up and feel sick and then be out of work for a week? Um, so that's something that I have been worrying about. Definitely in the past two and 23 weeks especially, um, is just my health and the health of the people around me and, um, how, you know, I work a pretty unpredictable job. So, um, COVID definitely has added to that stress.",1_car_know_like_didnt,stories_involving_cars
1069,63d801854282422363c75788,SDOH,"Well, I feel like being a parent, you know, the most thing that the thing that you most worry about is your kids and making sure that they're developing well and you're providing, you know, an adequate childhood and opportunities to grow and thrive and, you know, socially and just all types of opportunities that you want them to have. And, you know, you worry that something's gonna happen to them negatively or something's gonna change, change in your life that would, you know, make things more complicated. I mean, there's just any number of things. Um I worry about, you know, my family, especially my spouse and, um, you know, my parents and in-laws and direct family just for their health and their safety and making sure that they're gonna be ok and, you know, especially with parents getting older, you know, there's always worries with that. Um uh Let's see, I honestly don't worry about a ton of other things. I tend to try to focus on relatively positive things. But, um you know, those are two worries then I think most people have and I definitely do too.",15_future_optimistic_worry_im,future_optimism_pessimism
1070,63f173a98bc1a5e9c1f009b9,SDOH,"Some things that I worry about is sometimes money. Uh because I'm in flight school, I am not working as much as I should be because I have school loans to be paying off. Uh And right now my wife is working full time. We just had a baby. Um Yeah, so sometimes it can be a little challenging to budget things that we are not expecting. Uh some things include a car. Uh we had just had to do an auto change. Um but other than that, uh I think once school loans start to start again, I will have to make sure I am working full time then I'm hoping to get a flight instructing job. Uh but that's not guaranteed and also very competitive right now due to the fact that uh everybody wants to be a pilot right now. Um Some of the things that I worry about is uh not finding a flight instructing job once I'm done with flight instructing or flight school, uh that'd be really helpful uh because I wanted to make a career change right now. But at the same time, I need to pay off loans. I do have a mortgage to think about. Um, let's see. Uh, let's see. I also worry about not spending enough time with my family. Um, because once I start working and flying I will be working long hours during the day.",20_financial_status_money_current,financial_status
1071,637b475a9348347c70dbdd4a,SDOH,"Some of the things that I worry about is, uh, getting a new car trying to get reliable transportation so I can take care of my daily needs. I also, we worry about finding a good job that, uh, I like and that will take a lot off of my, uh, that would just let me enjoy my future. So finding a better, uh, job would help. And right now it's, it's, it's mainly just been, uh, my, uh, uh, getting a new car or getting the parts put on that car that I need to get put on there so I can take care of my business a little bit better. That's mainly been, uh, one of the things I've been worried about and like I say, finding a better job so I can pay off all my debts. I got a few debts that I need to pay off. That's been piling up a little bit, but I'm trying to hang in there. I'm trying to hang in there now so I could keep a fresh mind to get it all done. So, it's about where I met.",15_future_optimistic_worry_im,future_optimism_pessimism
1072,55d7844969dbc30012b67f69,SDOH,"Describe some things I worry about. First of all, I'm not a big worrier. My, uh, I grew up in a rural family, a farming family and my father was the type that pretty easily let things roll off his back. My mother was the absolute opposite. She worried about everything. And I remember her and dad talking so many times and dad just pleading with her basically to, to stop worrying and she would wear herself sick literally. And, uh, my dad wasn't the type to worry. He was the type to examine things that happened to try to figure out if there was a lesson he needed to learn if there was something he could do better. But when he thought he had spent enough time on it to learn the lessons from it that he could and should, he would let it go. And I have absolutely tried to emulate that in my life because even as a kid growing up, I would look at the two of them and, you know, being a farmer, there's so much to worry about, you know, is there enough rain? Is there too much rain? Is it too hot? Is it hot enough. It's, you know, the crops are gonna grow. Is there gonna be a blight? What's the, uh, price gonna be when you sell the, the, the cattle or the grain? So many things you can't control so many things you have to hope will work out. And my mom would just always worry here even when things were going great, she just wear herself sick. So I don't do that. Sorry to spend so much time talking about what I don't worry about some of the things I do worry about. I've got two grand grandsons, grandchildren. And, um, since I've been born, I worry more about the future than I ever have. Climate change bothers me a lot and I, I don't worry about climate change. And within my lifetime, I'm 57 years old and I, I'll probably be dead and gone before in central Kentucky, climate change begins to make a huge impact. And that's kind of the reason that I guess I've not taken it more serious in my lifetime. I just figured it was something that, you know, generations down the road would have to deal with and worry about and it wasn't gonna affect me that much. But, uh, with my grandchildren, I don't know why I didn't want my daughter to love her to death. Didn't worry about it that much with her, but I absolutely do with my grandchildren. Um, I, I, with my grandchildren, I worry about the world that they're gonna inhabit, not just climate change but, uh, everything, you know, uh, what is life gonna be like in 50 60 years from now? And, uh, what's society gonna be like and what's the workforce gonna be like all that? So, yeah, worry more about those. But once again I try to, uh, I, I never worry about things like my mom did. I never let it worry myself sick.",15_future_optimistic_worry_im,future_optimism_pessimism
1073,61094e6cb882097f8addfd0f,SDOH,"Um, some things that I worry about, uh, would definitely be like where our world is going from a social perspective, being a queer person. I always worry that I live in a very conservative state and I worry what that means for my livelihood. Um, I'm also worried about the current economic state and, you know, just worry about, um, protecting my finances and making sure that I'm in a safe place to, um, always have the finances that I need to pay my bills and to take care of my family.",15_future_optimistic_worry_im,future_optimism_pessimism
1074,60ff3f6ba91666407908d793,SDOH,"a lot of the things that I worry about have to do with income. I believe, um, my family is low income, and that is always a stress for us. It's very hard for us to make rent a lot of months. We were faced with an eviction a couple of months ago, and thankfully we're able to get out of it. But we had to use our entire income tax return, which we were hoping to use in order to get ahead on bills. And we're constantly living from paycheck to paycheck, and we never have money to actually have fun and relax. I guess so. All of us are always kind of stressed. At least the adults in the house are, and it makes it very difficult for our quality of living living. Um, for obvious reasons, Whenever you're worried about rent or constantly getting your water or your electricity shut off, you're just constantly in survival mode. And that, along with inflation, has been really difficult for us as well, because we do receive food stamps and there's always that two week period where we struggle to find food or money to get more food. Um, it's again. Just a highly stressful situation, constantly living and survival mode. Um, on top of my personal stress that I have, You know, it's like we have household stress as well. Um, but my personal stress would be the inability to look for and find, uh, employment that I can actually do as being disabled and constantly feeling like I could be doing more. And I can't do anything at all. Really. Um, also just general mental health things and stress and not having very many friends in the city. It just kind of weighs on you over time. I suppose, Um and it becomes really difficult to sort of, I guess not. Feel so stressed out and to relax and have fun. And, um, yeah, I I worry about a lot of things. On top of that. My own health, my mom's health. Um, my sister's well-being, you know, Are they feeling like they're getting their needs met even whenever we are struggling and trying to hide it from them? Are they actually feeling as though their needs are met and that they're happy and things like that? It's just it's very stressful being low income and constantly worrying about money and I was feeling like the world is extremely unfair because a lot of people don't have to worry about these things, and you worry about them every day. And you have since you were a kid yourself, and it just doesn't seem fair sometimes, but the world isn't fair, and you come to accept that I have a lot of people have, but, um, yeah, you still always see people living to the max and having fun and being stress free, it seems, or wishing that their stresses were things that you have to stress about. And instead you're worried about life or death situations. Can you go to the dentist to get the root canal you've been needing for so long? Can you afford to feed some kids that live with you and things like that? And those are worries that I've had since I was probably 14. So, uh, it's not easy, but I, um, worry, I suppose",20_financial_status_money_current,financial_status
1075,6412796e7e970dbd78e2b491,SDOH,"some of the things that worry me are basically things that are related to health issues. Um, So, for example, my family I come from a family of, um um um um, diabetes and stroke and thinking about it as I age. Um, you know, it's one of the things that I consider that I might be affected by this, Uh uh uh um, diseases. And that's what keeps me worried.",15_future_optimistic_worry_im,future_optimism_pessimism
1076,5e4b1627e778a8030266480c,SDOH,"All right, the scrub, some of the things that I worry about. Well, I worry about not having everything to make it through today. I worry about if I'm gonna wake up the next morning, I worry about if the animals are gonna get fed, I worry about if it's gonna rain. I worry about if the sun doesn't shine. I'm a warrior. I mean, every little thing. Yes, I worry about, I don't get much sleep. The years are putting it on me quickly and fast and uh I do all the worrying for my family. Uh Some people say, uh you know, talk about things and it'll, it'll make you feel better, it'll relieve your stress or whatnot. Now, here on the cool, I'm just wondering to myself, how is talking about something that you're worried about gonna help the situation in? I mean, because the only thing you're really gonna hear from the person listening was everything's gonna be ok. Yada yada whatnot. I heard that shit. All my life. So on the cool. Yeah. Talking to someone about it, bro. Look that shit. Don't help.",15_future_optimistic_worry_im,future_optimism_pessimism
1077,620bdd33a922fc3f247f6bb9,SDOH,"Some things I worry about include, um, the future or thinking about having enough money, um, in the future to live and pay my debts back from school. Um, I worry about if I'll have a family of my own one day, if I'll get married and have kids and what that will look like. I worry about my friendships. Um, what people I'll stay close with if people actually care about me. I worry about my health. Um, I'm in good health now but I just think a lot about, you know, trying to maintain a healthy body as I get older and what that will look like. Um, I worry about my family. I have a younger sister who is 11 years younger than me. So she's, uh, 17 and, you know, she's gotten caught up in some things that aren't great. And so I worry about her safety. I worry about her ability to finish school. I have a little brother who has high functioning autism as well and he's in college, but I worry about his ability to be independent and, um, live on his own. Have a job, things like that. Um, he's very smart he's very capable. It's more so of like the planning aspects of daily life. Um, but he doesn't always take into consideration, worry about my mom's financial situation if she can provide for herself, things like that.",15_future_optimistic_worry_im,future_optimism_pessimism
1078,61720637efa93f56c3c3b92b,SDOH,"One of the main things I really worry about is like my family, I have like a lot of stress with my family, like just in my personal life, like I've like dealing with people in my family being sick and then my Children, I worry about them a lot. So that is my main stress in my family and money sometimes is also a thing I stress out about like I make enough money but I feel like sometimes it doesn't like last. So I do find myself like, worried about money and working. Like I'm trying to, you know, make sure my Children are happy and I want them to have a good quality of life. But sometimes it's just like I don't have enough money to give them every single thing they want. So that is also one of the things I stress about. And then another thing I stress about is work, work, I work a good job that's like stressful. Nobody really likes working. So I do have to deal every day, deal with a lot of stress that just comes with my job. So I do worry about that as well. And then I also just stress about, like, my mental health sometimes I feel like I'm just not right mentally. I feel like I'm just like, just like, you know, depressed a lot of times that just worries me. I want to be the best I can for myself and my Children and my family, but I can't always do that. So those are the main things I stress about. I do stress a lot, I do stress extremely, a lot about all of these things. It's this all, like, takes a toll on me on a, like weekly basis.",15_future_optimistic_worry_im,future_optimism_pessimism
1079,5c06ede2effb400001f8403c,SDOH,"Um, some things that I worry about is me and my, uh, relationship. Uh, me and my boyfriend. Um, I worry about little things about that. Um, I recently had to get dental work done and that's been kind of expensive on top of like paying taxes and other things. So I would say possibly a bit of financial, but for the most part I haven't really had to worry about financial stuff at all. Um, let me see. Also just like everyday cleaning. I worry about that a bit. Um, having to take care of my father, he's sick. Um, and I think that's actually the biggest worry that I have just his general health. I'm seeing him get older and more unhealthy with some of his decisions and I worry about him continuing some of those decisions and worrying about like where his health is going and what that means. Um, potentially like and a certain amount of time frame. Um, also I guess I'm worried about, um, other family, like my brother and how he's doing. Um, yeah, I don't really have too many worries, just family, a little bit of financial stuff and, you know, every day, like, cleaning and things like that and I think that would be it.",15_future_optimistic_worry_im,future_optimism_pessimism
1080,63f7e098e99a7db2d59ac6ce,SDOH,"So it says describe some things you worry about. Uh, one of the primary things I worry about is my mom, um, she's getting older. She recently had a hip surgery, um, which did go well, but, um, she does have like chronic kidney disease at an advanced stage. Um, and I'm just, I, I worry about her a lot. You know, when I go to bed, I'm just hoping that, you know, everything is going well with her. Um, she does have medications for a couple of different things she takes and, you know, sometimes she doesn't take them if she's feeling well or, uh, she'll forget to take them. So I stay up and worry about her a lot. Um, I also do have some concerns regarding money, however, it's never gotten to the point where I was, you know, stressed about not gonna be able to eat or not be able to, um, you know, pay my rent well, in my case, the mortgage. But, um, I do worry about it. That's why I'm on some of these sites like prolific and doing surveys, uh, like this, which this is a very generous survey that you're offering but, um, you know, things like this I do worry about. Um, but primarily it's more of an external worry for the people around me. Like my mom. Um, you know, I stay up late thinking about her often, but as far as my personal worries about my personal self, it's mainly financial worries. But like I said, it's not, it's not to the point where I, uh, I'm extremely worried that I'm not gonna be able to eat or, uh, provide like a roof over my head.",15_future_optimistic_worry_im,future_optimism_pessimism
1081,5f4f93bcb46af5055714d433,SDOH,"I guess the biggest thing I worry about are my kids. Um, I worry about, um, I worry about going places and something bad happening. I, with all the mass shootings, which we just had one another one yesterday. Um, um, really not terribly far from us. Um, you know, I, I, I don't know. Um, I, I worry about things like that happening here as well. Um, because I just think that, um, it's just a matter of time before it affects us. Um, and I just, I feel like it will affect us at some point. Um, I mean, we've had a mass shooting in our, in the, the city to the north of us, um, a few years ago. I mean, there's always something, um, my kids live in the city so I worry about them. Um, I go to see them and hear gunshots constantly. Um, I shouldn't say constantly. I hear gunshots while we're there and, you know, it's always that, oh, there, there they are again. Um, down here out in the country where we live, um, I hear gunshots a lot but, you know, I know that's just people out target practicing. Um, I'm not against guns. Um, but I don't like the way our state handles things. Um, what else do I worry about? I mean, I, I worry about our economy. I worry about, uh, my husband recently within the last year, took a new job and, um, opened an office for a larger company for an engineering company, um, in this small town and, you know, we've been here for a long time but, you know, I, I, I worry about, um, it's succeeding and, um, uh, what we would do if it doesn't. Um, yeah. Um, I, um, yeah, I guess I, I, yeah, those are the things that I worry about.",15_future_optimistic_worry_im,future_optimism_pessimism
1082,612274842d4805447451f87b,SDOH,"One of the things that I worry about is, uh, finding a job. I, um, have an associates degree and it is difficult to find something even with that and with my experience, um, and the job market is kind of, it's a little, um, slow, I guess is the right word right now. And so, um, it's, it's kind of hard to find things to, um, do. So I went back to school, um, to get a bachelor's degree and hopefully get more opportunities. But, um, one of the, one of my concerns, one of the things that, um, one of the things that I worry about is the fact that maybe just, maybe I don't actually know what I'm doing, I feel like, um, I feel like if I go out there like, and practice, um, in the field that I'm gonna be in, like, after I graduate, I feel like at times, like, I don't actually know the material and if that is the case, um, that could be very, very, very bad for, um, for, um, the people that I would, um, be seeing and helping because it's more of like a, it's more of a um, science, uh degree. And so you actually have to know, like a little bit at least. And, um, the tests that I take, they also kind of, um, stress me out a little bit because I'll read over the material. I'll ask questions if, I don't know, I'll talk to other people. I'll watch youtube videos on it. I do a lot of that stuff just to make sure that I really know what's going on to a point where I can actually somewhat apply it to real life situations. However, though, like sometimes before I go to sleep my, um, I'll start to think. Ok, well, what about tomorrow? What if I get in there? And, um, and the only thing that, the only thing that happens whenever, uh, we're able to start the test is my mind goes blank, what's gonna happen then if it's multiple choice, I'm just gonna end up only picking answers. And, I mean, some may be right, but probably not. And if it's open ended or if it's an essay, well, then I'm not gonna be able to do that and that's gonna cost me to fail those having a, be, uh, GPA and that's not what I want.",15_future_optimistic_worry_im,future_optimism_pessimism
